date,produit,categorie,prix_unitaire,quantite,ca
2024-11-25,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-25,litiere naturel,litiere,10.0,1,10.0
2024-11-25,croquette chien,croquette,6.0,1,6.0
2024-11-25,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-11-25,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-25,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-11-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-25,croquette chien,croquette,6.0,1,6.0
2024-11-25,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-11-25,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-25,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-11-25,litiere naturel,litiere,10.0,1,10.0
2024-11-25,litiere naturel,litiere,10.0,2,20.0
2024-11-25,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-11-25,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-11-25,croquette chien,croquette,6.0,2,12.0
2024-11-25,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-25,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-25,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-25,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-11-25,croquette ships chat,croquette,6.0,1,6.0
2024-11-25,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-11-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-11-26,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-26,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-26,croquette chien,croquette,6.0,2,12.0
2024-11-26,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-26,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-11-26,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-11-26,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-11-26,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-26,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-11-26,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-26,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-26,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-11-26,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-11-26,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-11-26,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-26,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-11-26,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-26,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-11-26,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-11-27,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-27,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-27,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-11-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-27,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-11-27,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-11-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-27,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-11-27,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-11-27,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-11-27,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-11-27,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-11-27,croquette ships chat,croquette,6.0,1,6.0
2024-11-27,croquette chien,croquette,6.0,1,6.0
2024-11-27,litiere naturel,litiere,10.0,1,10.0
2024-11-27,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-11-27,croquette ships chat,croquette,6.0,1,6.0
2024-11-27,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-11-27,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-11-27,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-27,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-11-27,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-27,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-11-27,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-11-27,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-27,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-11-27,litiere naturel,litiere,10.0,1,10.0
2024-11-27,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-11-27,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-11-27,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-11-27,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-11-27,litiere chat cats ways,litiere,12.0,2,24.0
2024-11-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-27,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-11-27,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-27,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-11-27,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-11-27,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-11-27,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-11-27,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-11-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-27,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-11-27,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-11-27,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-11-28,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-28,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-11-28,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-11-28,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-11-28,croquette chien,croquette,6.0,1,6.0
2024-11-28,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-11-28,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-11-28,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-11-28,croquette ships chat,croquette,6.0,2,12.0
2024-11-28,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-28,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-11-28,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-28,croquette chien,croquette,6.0,1,6.0
2024-11-28,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-11-28,litiere naturel,litiere,10.0,1,10.0
2024-11-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-29,croquette chien,croquette,6.0,1,6.0
2024-11-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-29,litiere chat cats ways,litiere,12.0,2,24.0
2024-11-29,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-11-29,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-11-29,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-11-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-29,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-11-29,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-11-29,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-11-29,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-11-29,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-29,croquette ships chat,croquette,6.0,1,6.0
2024-11-29,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-30,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-11-30,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-11-30,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-11-30,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-11-30,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-11-30,croquette chien,croquette,6.0,2,12.0
2024-11-30,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-11-30,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-11-30,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-11-30,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-11-30,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-30,litiere naturel,litiere,10.0,1,10.0
2024-11-30,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-30,croquette ships chat,croquette,6.0,1,6.0
2024-11-30,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-11-30,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-11-30,litiere chat cats ways,litiere,12.0,1,12.0
2024-11-30,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-11-30,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-11-30,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-30,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-11-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-11-30,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-11-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-11-30,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-11-30,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-30,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-11-30,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-11-30,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-11-30,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-11-30,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-11-30,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-11-30,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-11-30,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-11-30,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-11-30,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-11-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-11-30,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-11-30,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-11-30,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-11-30,croquette chien,croquette,6.0,1,6.0
2024-11-30,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-11-30,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-01,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-12-01,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-01,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-12-01,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-12-01,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-01,litiere naturel,litiere,10.0,1,10.0
2024-12-01,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-12-01,croquette chien,croquette,6.0,2,12.0
2024-12-01,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-12-01,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-12-01,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-12-01,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-12-01,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-01,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-12-01,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-01,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-01,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-12-01,croquette chien,croquette,6.0,1,6.0
2024-12-01,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-01,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-01,croquette chien,croquette,6.0,2,12.0
2024-12-01,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-12-01,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-01,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-01,croquette chien,croquette,6.0,1,6.0
2024-12-01,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-01,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-12-01,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-01,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-01,croquette chien,croquette,6.0,1,6.0
2024-12-01,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-12-02,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-02,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-02,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-02,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-02,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-12-02,litiere naturel,litiere,10.0,1,10.0
2024-12-02,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-02,litiere naturel,litiere,10.0,1,10.0
2024-12-02,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-12-02,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-02,croquette ships chat,croquette,6.0,1,6.0
2024-12-02,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-12-02,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-12-02,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-12-02,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-12-02,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-02,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-02,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-12-02,croquette ships chat,croquette,6.0,2,12.0
2024-12-02,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-02,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-12-02,litiere naturel,litiere,10.0,1,10.0
2024-12-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-02,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-12-02,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-02,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-12-02,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-02,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-02,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-12-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-02,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-02,litiere naturel,litiere,10.0,1,10.0
2024-12-02,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-02,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-12-02,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-12-02,croquette chien,croquette,6.0,2,12.0
2024-12-02,croquette chien,croquette,6.0,2,12.0
2024-12-02,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-12-02,litiere naturel,litiere,10.0,1,10.0
2024-12-02,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-03,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-03,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-12-03,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-12-03,croquette chien,croquette,6.0,1,6.0
2024-12-03,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-12-03,croquette chien,croquette,6.0,1,6.0
2024-12-03,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-12-03,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-03,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-12-03,croquette ships chat,croquette,6.0,1,6.0
2024-12-03,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-03,croquette chien,croquette,6.0,1,6.0
2024-12-03,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-12-03,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-03,croquette chien,croquette,6.0,1,6.0
2024-12-03,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-03,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-03,croquette chien,croquette,6.0,1,6.0
2024-12-03,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-03,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-12-03,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-03,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-03,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-03,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-03,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-03,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-03,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-04,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-12-04,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-12-04,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-04,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-04,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-04,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-04,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-12-04,croquette chien,croquette,6.0,2,12.0
2024-12-04,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-12-04,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-04,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-04,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-04,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-04,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-04,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-04,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-04,litiere naturel,litiere,10.0,1,10.0
2024-12-04,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-12-04,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-05,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-12-05,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-05,croquette chien,croquette,6.0,1,6.0
2024-12-05,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-05,litiere chat cats ways,litiere,12.0,2,24.0
2024-12-05,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-05,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-05,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-12-05,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-05,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-05,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-05,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-05,croquette ships chat,croquette,6.0,1,6.0
2024-12-05,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-05,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-12-05,croquette ships chat,croquette,6.0,1,6.0
2024-12-05,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-12-05,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-05,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-12-05,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-05,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-12-05,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-05,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-12-05,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-12-05,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-05,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-05,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-05,croquette chien,croquette,6.0,1,6.0
2024-12-05,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-05,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-05,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-12-05,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-05,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-05,croquette ships chat,croquette,6.0,2,12.0
2024-12-05,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-05,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-05,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-12-06,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-06,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-06,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-12-06,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-06,croquette ships chat,croquette,6.0,1,6.0
2024-12-06,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-06,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-06,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-12-06,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-06,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-06,litiere naturel,litiere,10.0,1,10.0
2024-12-06,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-06,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-06,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-06,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-06,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-06,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-12-06,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-06,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-12-06,croquette ships chat,croquette,6.0,1,6.0
2024-12-06,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-12-06,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-12-06,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-12-06,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-06,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-12-06,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-06,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-12-06,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-06,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-06,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-06,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-06,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-06,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-12-06,litiere naturel,litiere,10.0,2,20.0
2024-12-06,litiere naturel,litiere,10.0,1,10.0
2024-12-06,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-12-06,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-06,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-06,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-12-06,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-06,croquette ships chat,croquette,6.0,1,6.0
2024-12-06,croquette chien,croquette,6.0,1,6.0
2024-12-06,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-06,litiere chat cats ways,litiere,12.0,2,24.0
2024-12-06,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-06,litiere naturel,litiere,10.0,1,10.0
2024-12-06,litiere chat cats ways,litiere,12.0,2,24.0
2024-12-07,litiere naturel,litiere,10.0,1,10.0
2024-12-07,croquette chien,croquette,6.0,1,6.0
2024-12-07,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-12-07,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-07,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-07,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-07,litiere chat cats ways,litiere,12.0,1,12.0
2024-12-07,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-07,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-12-07,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-12-07,litiere naturel,litiere,10.0,1,10.0
2024-12-07,croquette ships chat,croquette,6.0,1,6.0
2024-12-07,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-12-07,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-12-07,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-12-07,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-07,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-12-07,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-12-07,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-12-07,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-07,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-12-07,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-12-07,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-07,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-07,croquette ships chat,croquette,6.0,1,6.0
2024-12-07,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-07,litiere naturel,litiere,10.0,1,10.0
2024-12-07,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-07,croquette ships chat,croquette,6.0,2,12.0
2024-12-07,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-12-07,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-07,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-12-07,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-12-07,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-12-07,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-12-07,litiere naturel,litiere,10.0,2,20.0
2024-12-07,Huile d'argan marocaine,Cheveux,95.0,1,95.0
